driver_rating,food_type,weather_condition,packaging_type,customer_past_complaints,city,delivery_duration,complaint
3.3,Veg,Fog,Paper,2,Swargate,72.0,1
3.5,Veg,Rain,Paper,5,Pimpri,11.0,0
1.4,Non-Veg,Rain,Foil,1,Kothrud,15.4,1
3.5,Veg,Clear,Box,2,Koregaon Park,60.4,0
2.2,Veg,Rain,Foil,0,Pimpri,28.2,1
2.9,Veg,Clear,Foil,0,Shivaji Nagar,26.2,0
4.7,Veg,Clear,Plastic,0,Wakad,12.3,0
1.8,Veg,Fog,Paper,0,Viman Nagar,42.6,1
4.4,Non-Veg,Storm,Box,2,Kothrud,69.1,0
4.4,Veg,Fog,Paper,0,Koregaon Park,32.8,0
2.7,Non-Veg,Fog,Foil,1,Viman Nagar,17.9,0
1.3,Non-Veg,Clear,Paper,2,Baner,35.3,0
3.4,Veg,Rain,Paper,3,Pimpri,52.2,0
2.3,Non-Veg,Clear,Plastic,0,Hadapsar,82.4,0
2.1,Non-Veg,Clear,Plastic,4,Baner,66.1,0
2.1,Veg,Fog,Paper,0,Shivaji Nagar,51.9,0
1.5,Veg,Rain,Plastic,2,Wakad,43.2,0
1.9,Veg,Storm,Paper,3,Hadapsar,65.3,0
1.3,Veg,Fog,Plastic,2,Swargate,19.6,0
4.9,Non-Veg,Fog,Paper,2,Viman Nagar,73.2,0
3.4,Veg,Fog,Paper,0,Koregaon Park,60.1,1
3.0,Veg,Fog,Plastic,2,Hinjewadi,31.5,0
3.3,Non-Veg,Rain,Foil,2,Baner,75.2,0
3.0,Non-Veg,Fog,Plastic,3,Swargate,23.3,0
3.4,Veg,Clear,Foil,4,Koregaon Park,25.2,0
2.0,Veg,Fog,Paper,2,Wakad,58.4,0
3.6,Non-Veg,Fog,Box,0,Viman Nagar,10.0,0
2.3,Veg,Storm,Plastic,5,Baner,54.9,0
1.1,Veg,Fog,Foil,3,Swargate,30.4,0
4.9,Non-Veg,Clear,Box,0,Wakad,83.2,0
2.4,Veg,Fog,Box,4,Wakad,81.2,1
4.0,Veg,Clear,Foil,0,Wakad,28.9,0
2.9,Non-Veg,Clear,Paper,0,Koregaon Park,10.9,0
3.0,Veg,Storm,Box,3,Kothrud,43.5,0
4.8,Veg,Rain,Foil,2,Hinjewadi,42.4,0
1.7,Veg,Clear,Plastic,5,Kothrud,44.3,0
4.2,Non-Veg,Rain,Box,0,Swargate,81.6,1
1.4,Veg,Fog,Paper,2,Baner,87.7,0
4.3,Veg,Clear,Box,2,Kothrud,50.7,0
2.3,Veg,Storm,Plastic,5,Kothrud,56.8,1
1.8,Veg,Clear,Plastic,4,Wakad,26.7,1
2.9,Non-Veg,Rain,Paper,1,Swargate,18.0,0
1.6,Non-Veg,Rain,Box,3,Kothrud,83.7,1
3.0,Veg,Rain,Box,2,Shivaji Nagar,68.3,0
1.1,Non-Veg,Clear,Plastic,4,Hadapsar,53.6,0
2.5,Non-Veg,Fog,Plastic,3,Swargate,37.5,0
3.5,Non-Veg,Storm,Box,5,Hadapsar,39.5,0
1.2,Non-Veg,Rain,Box,1,Kothrud,73.5,0
1.2,Veg,Rain,Paper,5,Viman Nagar,30.8,0
2.2,Veg,Rain,Paper,0,Swargate,31.1,0
4.7,Non-Veg,Rain,Paper,3,Shivaji Nagar,27.0,0
3.0,Non-Veg,Clear,Paper,2,Shivaji Nagar,26.1,1
4.4,Veg,Rain,Foil,4,Swargate,49.2,0
3.8,Non-Veg,Clear,Box,2,Wakad,19.1,0
3.5,Veg,Rain,Paper,3,Pimpri,70.9,0
2.0,Veg,Rain,Box,2,Koregaon Park,31.2,0
1.3,Veg,Rain,Box,1,Wakad,10.2,0
3.9,Non-Veg,Clear,Foil,2,Koregaon Park,38.5,0
3.2,Veg,Clear,Foil,0,Wakad,30.7,0
2.2,Non-Veg,Fog,Foil,5,Baner,49.9,1
4.5,Non-Veg,Clear,Foil,0,Shivaji Nagar,44.9,0
4.0,Veg,Rain,Foil,4,Viman Nagar,71.9,1
4.1,Non-Veg,Rain,Paper,2,Hinjewadi,35.8,0
3.0,Non-Veg,Clear,Paper,0,Shivaji Nagar,53.5,0
1.9,Veg,Rain,Plastic,3,Shivaji Nagar,33.4,1
1.3,Veg,Rain,Paper,3,Hinjewadi,58.3,0
2.7,Non-Veg,Fog,Plastic,2,Koregaon Park,77.7,1
2.4,Non-Veg,Storm,Foil,5,Viman Nagar,56.7,0
4.5,Veg,Storm,Foil,2,Hadapsar,23.4,0
1.7,Veg,Clear,Foil,5,Pimpri,55.8,1
1.5,Veg,Storm,Plastic,5,Shivaji Nagar,24.7,1
3.5,Veg,Storm,Plastic,3,Wakad,37.1,1
2.3,Veg,Fog,Plastic,1,Shivaji Nagar,21.7,0
4.5,Non-Veg,Clear,Plastic,1,Swargate,66.9,0
3.5,Veg,Fog,Plastic,1,Viman Nagar,40.0,0
3.4,Veg,Rain,Foil,0,Viman Nagar,55.6,0
4.5,Non-Veg,Fog,Paper,1,Hinjewadi,15.3,0
1.3,Veg,Rain,Foil,2,Hinjewadi,15.2,0
4.8,Veg,Rain,Box,1,Viman Nagar,81.9,1
4.1,Veg,Rain,Paper,3,Baner,60.4,0
1.7,Veg,Fog,Plastic,3,Pimpri,67.5,0
4.7,Non-Veg,Rain,Foil,3,Shivaji Nagar,55.7,0
1.1,Veg,Storm,Box,5,Koregaon Park,45.3,1
1.8,Non-Veg,Clear,Plastic,3,Viman Nagar,52.9,1
2.0,Non-Veg,Fog,Plastic,3,Koregaon Park,22.2,1
3.0,Veg,Fog,Plastic,3,Hadapsar,43.3,0
2.8,Veg,Storm,Box,0,Pimpri,89.3,1
2.9,Non-Veg,Fog,Plastic,3,Pimpri,29.2,0
3.9,Non-Veg,Clear,Box,1,Kothrud,84.9,0
3.4,Veg,Clear,Plastic,5,Kothrud,84.1,1
1.2,Veg,Storm,Plastic,4,Kothrud,18.6,0
2.3,Non-Veg,Rain,Plastic,1,Hadapsar,26.0,0
1.2,Non-Veg,Storm,Paper,4,Viman Nagar,85.2,1
1.5,Veg,Rain,Foil,5,Wakad,71.0,1
1.6,Veg,Clear,Paper,4,Wakad,44.1,0
3.9,Veg,Clear,Foil,0,Koregaon Park,18.6,0
4.0,Veg,Fog,Box,5,Koregaon Park,28.4,0
3.7,Non-Veg,Rain,Plastic,3,Pimpri,72.6,1
4.3,Veg,Rain,Plastic,3,Swargate,41.8,0
4.2,Non-Veg,Rain,Foil,5,Baner,22.6,0
1.3,Veg,Rain,Plastic,0,Pimpri,16.5,1
3.2,Non-Veg,Rain,Foil,0,Viman Nagar,61.8,0
3.9,Veg,Rain,Paper,4,Baner,59.3,1
3.4,Non-Veg,Clear,Foil,5,Wakad,30.3,0
1.3,Veg,Storm,Plastic,3,Kothrud,49.8,0
2.3,Veg,Clear,Paper,3,Koregaon Park,64.2,1
4.6,Non-Veg,Rain,Plastic,5,Kothrud,77.3,0
1.7,Non-Veg,Clear,Paper,5,Wakad,52.5,0
4.5,Non-Veg,Clear,Paper,2,Wakad,46.3,0
4.6,Non-Veg,Rain,Paper,1,Pimpri,81.3,0
3.5,Non-Veg,Storm,Plastic,3,Kothrud,83.5,1
1.4,Non-Veg,Rain,Paper,2,Hinjewadi,59.7,0
4.1,Non-Veg,Fog,Paper,5,Kothrud,40.5,1
4.5,Veg,Clear,Foil,3,Shivaji Nagar,82.4,1
1.8,Non-Veg,Rain,Plastic,4,Koregaon Park,53.7,1
3.1,Non-Veg,Storm,Box,3,Shivaji Nagar,68.6,0
2.2,Veg,Rain,Box,2,Kothrud,62.6,0
4.8,Veg,Rain,Box,5,Koregaon Park,67.3,1
2.3,Non-Veg,Fog,Box,1,Wakad,37.6,0
1.6,Non-Veg,Storm,Plastic,4,Hinjewadi,42.9,1
2.6,Non-Veg,Rain,Plastic,4,Swargate,22.0,0
2.8,Non-Veg,Rain,Paper,2,Hinjewadi,19.9,0
3.1,Non-Veg,Clear,Plastic,0,Kothrud,79.1,1
1.2,Non-Veg,Storm,Foil,4,Pimpri,61.9,1
3.8,Non-Veg,Storm,Box,1,Hinjewadi,47.7,0
2.5,Non-Veg,Storm,Foil,2,Pimpri,76.9,0
3.5,Veg,Rain,Paper,2,Pimpri,47.6,1
1.2,Non-Veg,Fog,Box,3,Shivaji Nagar,89.4,0
1.5,Veg,Rain,Box,2,Wakad,82.8,1
4.7,Veg,Storm,Box,4,Koregaon Park,36.6,0
3.0,Non-Veg,Clear,Box,1,Hadapsar,22.8,0
3.0,Veg,Rain,Foil,2,Baner,87.5,0
3.1,Veg,Storm,Plastic,4,Pimpri,83.1,0
2.0,Veg,Storm,Foil,4,Hadapsar,29.5,0
3.2,Non-Veg,Fog,Box,3,Baner,63.7,1
2.7,Veg,Clear,Plastic,0,Wakad,58.3,0
4.9,Non-Veg,Storm,Paper,1,Hinjewadi,58.8,0
3.7,Non-Veg,Fog,Paper,3,Baner,17.5,1
3.7,Non-Veg,Rain,Box,4,Swargate,17.8,0
3.3,Non-Veg,Storm,Paper,5,Baner,43.5,1
1.9,Veg,Rain,Box,0,Hadapsar,13.3,1
1.2,Veg,Fog,Plastic,0,Hinjewadi,77.1,1
5.0,Veg,Storm,Foil,2,Hinjewadi,89.7,0
2.3,Veg,Storm,Plastic,5,Wakad,42.1,1
3.0,Veg,Fog,Box,0,Koregaon Park,21.0,0
2.2,Veg,Fog,Foil,1,Kothrud,48.3,1
3.1,Veg,Rain,Paper,3,Pimpri,42.5,0
1.4,Non-Veg,Fog,Box,5,Hadapsar,75.9,1
2.8,Non-Veg,Rain,Plastic,5,Kothrud,40.3,0
2.7,Veg,Fog,Box,2,Hadapsar,36.5,0
4.0,Veg,Storm,Foil,4,Hadapsar,65.7,1
1.6,Non-Veg,Storm,Plastic,0,Wakad,60.8,0
3.0,Veg,Storm,Box,1,Koregaon Park,74.4,0
4.8,Non-Veg,Fog,Paper,0,Koregaon Park,54.7,0
1.6,Veg,Clear,Paper,2,Kothrud,47.8,0
4.1,Veg,Rain,Box,5,Viman Nagar,48.0,0
4.4,Veg,Fog,Paper,0,Kothrud,38.4,0
4.6,Veg,Storm,Paper,5,Koregaon Park,36.8,0
3.7,Veg,Fog,Foil,0,Shivaji Nagar,60.5,0
3.8,Veg,Rain,Foil,0,Wakad,40.5,0
3.6,Non-Veg,Clear,Box,2,Wakad,46.6,0
4.1,Non-Veg,Storm,Box,3,Kothrud,55.3,1
3.1,Veg,Clear,Paper,2,Kothrud,67.4,1
1.4,Non-Veg,Storm,Box,2,Pimpri,75.2,0
1.2,Veg,Rain,Paper,2,Pimpri,14.7,0
4.9,Non-Veg,Clear,Foil,3,Hinjewadi,56.7,0
3.6,Veg,Storm,Foil,1,Hadapsar,10.8,0
1.7,Non-Veg,Storm,Paper,4,Hinjewadi,53.0,1
2.7,Veg,Clear,Foil,5,Pimpri,74.4,1
2.0,Veg,Rain,Foil,5,Wakad,21.8,1
3.8,Veg,Storm,Box,5,Koregaon Park,75.9,0
4.8,Non-Veg,Storm,Foil,2,Hadapsar,40.5,0
1.0,Veg,Rain,Box,0,Hadapsar,42.0,0
3.9,Veg,Storm,Plastic,0,Shivaji Nagar,83.4,0
2.3,Non-Veg,Clear,Box,3,Wakad,84.8,1
5.0,Non-Veg,Rain,Foil,4,Viman Nagar,56.7,0
3.6,Veg,Fog,Foil,5,Hinjewadi,71.1,0
3.0,Non-Veg,Rain,Plastic,3,Hadapsar,45.4,0
3.8,Non-Veg,Fog,Paper,2,Baner,40.9,0
4.8,Veg,Storm,Box,2,Wakad,54.5,0
4.8,Veg,Fog,Paper,4,Koregaon Park,48.0,0
3.6,Non-Veg,Fog,Foil,1,Baner,60.2,0
1.3,Non-Veg,Fog,Foil,4,Baner,88.6,1
4.6,Veg,Fog,Plastic,3,Viman Nagar,25.4,0
4.9,Veg,Fog,Foil,4,Koregaon Park,31.5,1
3.8,Non-Veg,Storm,Box,0,Koregaon Park,76.6,0
3.2,Non-Veg,Clear,Box,3,Hadapsar,10.1,0
2.4,Veg,Clear,Box,0,Koregaon Park,85.8,0
2.1,Non-Veg,Rain,Plastic,5,Baner,26.2,1
1.2,Non-Veg,Storm,Plastic,2,Hadapsar,53.8,0
2.6,Veg,Storm,Box,4,Koregaon Park,65.8,1
2.7,Non-Veg,Clear,Paper,2,Wakad,88.5,0
2.3,Veg,Rain,Box,1,Hadapsar,11.6,0
2.1,Veg,Clear,Foil,5,Shivaji Nagar,37.0,1
4.9,Non-Veg,Rain,Foil,3,Pimpri,86.2,0
2.5,Veg,Storm,Foil,5,Wakad,55.4,0
2.6,Veg,Storm,Box,3,Swargate,22.7,0
3.2,Veg,Rain,Paper,3,Baner,23.5,0
4.2,Non-Veg,Storm,Paper,0,Wakad,37.8,0
4.1,Veg,Fog,Paper,1,Shivaji Nagar,55.2,0
1.4,Veg,Storm,Foil,0,Kothrud,19.9,1
1.0,Non-Veg,Storm,Plastic,2,Kothrud,76.2,0
4.9,Non-Veg,Storm,Foil,4,Viman Nagar,42.0,0
4.3,Non-Veg,Storm,Plastic,4,Kothrud,46.6,0
3.6,Veg,Rain,Paper,2,Shivaji Nagar,90.0,0
1.5,Veg,Storm,Plastic,4,Shivaji Nagar,46.4,0
2.3,Veg,Rain,Paper,1,Shivaji Nagar,66.0,0
4.9,Veg,Rain,Paper,4,Wakad,16.5,0
3.9,Veg,Rain,Box,0,Koregaon Park,68.9,0
4.7,Non-Veg,Clear,Paper,0,Hadapsar,42.3,0
3.9,Veg,Fog,Plastic,5,Shivaji Nagar,23.3,0
2.8,Veg,Clear,Plastic,3,Hinjewadi,65.2,1
3.8,Veg,Rain,Paper,3,Swargate,32.1,0
2.3,Veg,Storm,Box,5,Shivaji Nagar,70.4,1
4.8,Veg,Storm,Plastic,1,Shivaji Nagar,15.5,0
3.4,Veg,Rain,Box,2,Swargate,43.9,0
4.2,Veg,Rain,Box,1,Hinjewadi,79.6,1
3.3,Non-Veg,Clear,Foil,5,Baner,58.8,0
2.7,Veg,Clear,Paper,5,Viman Nagar,70.2,1
1.9,Non-Veg,Fog,Box,0,Shivaji Nagar,65.6,1
3.9,Non-Veg,Rain,Plastic,5,Swargate,36.8,0
1.8,Non-Veg,Storm,Foil,2,Swargate,50.4,1
2.6,Non-Veg,Fog,Foil,5,Hadapsar,53.0,0
2.5,Veg,Rain,Paper,0,Hadapsar,61.0,0
1.8,Veg,Fog,Plastic,0,Baner,77.4,0
3.0,Veg,Storm,Plastic,3,Hinjewadi,30.6,0
1.4,Veg,Fog,Plastic,3,Kothrud,59.0,0
1.5,Veg,Storm,Box,5,Shivaji Nagar,80.3,1
3.2,Veg,Fog,Foil,2,Koregaon Park,46.8,1
2.7,Veg,Clear,Box,4,Pimpri,67.8,1
4.3,Veg,Fog,Foil,3,Viman Nagar,42.3,0
2.1,Veg,Storm,Paper,3,Hadapsar,67.2,0
4.9,Veg,Storm,Plastic,2,Pimpri,63.4,0
3.3,Non-Veg,Clear,Paper,3,Pimpri,66.5,0
3.4,Non-Veg,Storm,Box,3,Hinjewadi,74.4,0
4.5,Non-Veg,Storm,Foil,1,Viman Nagar,64.8,0
1.9,Veg,Clear,Plastic,1,Kothrud,55.2,1
3.9,Non-Veg,Storm,Plastic,0,Hinjewadi,51.1,0
3.8,Veg,Fog,Box,5,Shivaji Nagar,74.8,1
4.1,Non-Veg,Fog,Paper,4,Kothrud,30.8,0
2.9,Non-Veg,Clear,Paper,3,Shivaji Nagar,56.2,0
2.6,Veg,Clear,Box,0,Wakad,54.4,0
2.7,Non-Veg,Rain,Plastic,5,Kothrud,22.3,1
2.6,Veg,Fog,Paper,0,Hadapsar,35.3,0
3.8,Veg,Clear,Paper,5,Viman Nagar,67.8,0
1.8,Veg,Fog,Box,2,Koregaon Park,72.7,0
1.3,Non-Veg,Fog,Paper,5,Hinjewadi,27.4,1
4.3,Non-Veg,Clear,Box,3,Shivaji Nagar,16.2,0
2.7,Veg,Clear,Plastic,5,Kothrud,15.7,1
3.8,Non-Veg,Clear,Paper,5,Hadapsar,89.1,0
2.8,Veg,Clear,Box,0,Wakad,43.2,1
4.7,Non-Veg,Storm,Foil,5,Shivaji Nagar,61.8,1
1.8,Veg,Storm,Box,1,Shivaji Nagar,11.7,0
2.9,Non-Veg,Rain,Foil,4,Hadapsar,17.1,0
3.6,Veg,Clear,Foil,3,Swargate,48.7,0
4.3,Non-Veg,Fog,Paper,2,Shivaji Nagar,35.7,0
3.4,Non-Veg,Clear,Paper,0,Viman Nagar,55.9,0
2.6,Non-Veg,Fog,Plastic,4,Koregaon Park,65.9,0
1.1,Non-Veg,Storm,Box,0,Koregaon Park,28.5,1
2.6,Veg,Fog,Foil,1,Wakad,70.2,0
4.0,Veg,Fog,Foil,3,Baner,49.7,0
3.8,Veg,Storm,Box,4,Swargate,42.2,0
1.5,Veg,Clear,Foil,1,Baner,20.6,0
4.7,Veg,Rain,Box,3,Shivaji Nagar,58.4,0
3.6,Veg,Fog,Paper,1,Viman Nagar,10.5,0
4.3,Veg,Clear,Plastic,1,Viman Nagar,51.2,0
2.8,Non-Veg,Rain,Foil,4,Viman Nagar,67.1,1
4.0,Veg,Clear,Foil,5,Pimpri,74.3,1
1.5,Non-Veg,Storm,Plastic,0,Wakad,41.1,0
3.2,Non-Veg,Storm,Plastic,4,Pimpri,50.7,0
4.3,Non-Veg,Rain,Paper,0,Koregaon Park,32.4,0
3.7,Veg,Fog,Plastic,1,Viman Nagar,25.3,0
2.3,Veg,Fog,Paper,4,Baner,11.3,0
2.3,Veg,Storm,Plastic,3,Pimpri,58.8,0
3.8,Veg,Rain,Box,5,Shivaji Nagar,29.9,0
2.3,Non-Veg,Rain,Plastic,2,Hadapsar,85.5,1
2.0,Veg,Rain,Box,5,Baner,60.9,1
1.5,Non-Veg,Fog,Paper,4,Shivaji Nagar,73.8,0
3.1,Non-Veg,Fog,Plastic,0,Shivaji Nagar,82.4,1
2.1,Veg,Rain,Paper,1,Baner,29.0,0
4.9,Non-Veg,Clear,Plastic,4,Baner,34.0,0
3.7,Non-Veg,Storm,Box,2,Hadapsar,73.8,1
4.7,Non-Veg,Fog,Box,3,Swargate,20.8,0
2.8,Veg,Clear,Paper,4,Koregaon Park,67.1,0
2.7,Veg,Storm,Foil,2,Hinjewadi,51.5,0
3.5,Veg,Storm,Paper,5,Baner,63.7,0
4.9,Non-Veg,Fog,Paper,4,Wakad,83.7,1
3.3,Non-Veg,Fog,Plastic,3,Baner,44.9,0
4.6,Veg,Storm,Plastic,1,Baner,10.7,0
1.5,Veg,Fog,Paper,0,Baner,12.7,0
4.8,Veg,Rain,Box,3,Viman Nagar,81.8,0
4.5,Non-Veg,Storm,Plastic,2,Koregaon Park,54.8,0
4.9,Non-Veg,Clear,Foil,2,Wakad,15.0,0
3.3,Veg,Fog,Foil,0,Pimpri,87.7,0
4.8,Non-Veg,Rain,Paper,1,Shivaji Nagar,16.5,0
2.7,Non-Veg,Storm,Paper,3,Hinjewadi,78.6,0
3.2,Veg,Rain,Plastic,1,Shivaji Nagar,62.9,1
3.7,Veg,Fog,Plastic,3,Kothrud,43.6,0
4.8,Veg,Clear,Foil,5,Koregaon Park,87.4,0
1.9,Veg,Storm,Box,1,Wakad,51.7,0
2.6,Non-Veg,Rain,Plastic,3,Kothrud,59.7,0
2.2,Non-Veg,Clear,Box,5,Shivaji Nagar,48.0,0
2.2,Veg,Clear,Paper,4,Swargate,81.3,1
4.2,Non-Veg,Fog,Paper,5,Swargate,60.2,0
3.3,Non-Veg,Rain,Box,3,Hadapsar,33.6,0
3.4,Veg,Clear,Foil,1,Hinjewadi,50.9,0
4.3,Veg,Storm,Box,5,Hinjewadi,74.0,0
4.1,Non-Veg,Storm,Foil,3,Koregaon Park,56.3,0
5.0,Non-Veg,Rain,Paper,3,Pimpri,31.7,0
3.6,Veg,Fog,Paper,1,Pimpri,60.6,0
2.3,Veg,Rain,Paper,2,Hinjewadi,22.2,0
3.9,Veg,Storm,Foil,1,Baner,24.5,0
1.1,Veg,Clear,Paper,2,Swargate,19.7,1
2.5,Veg,Storm,Foil,3,Shivaji Nagar,34.3,0
3.3,Veg,Storm,Plastic,2,Viman Nagar,83.0,0
2.5,Non-Veg,Fog,Foil,4,Shivaji Nagar,45.9,0
3.2,Non-Veg,Fog,Paper,4,Koregaon Park,26.1,0
2.9,Non-Veg,Rain,Paper,5,Koregaon Park,44.9,1
4.2,Veg,Rain,Foil,5,Pimpri,66.3,1
1.1,Veg,Storm,Box,3,Viman Nagar,43.9,1
1.2,Veg,Fog,Plastic,2,Hinjewadi,50.7,1
4.7,Non-Veg,Storm,Foil,0,Baner,25.4,0
2.3,Non-Veg,Storm,Paper,1,Shivaji Nagar,61.7,0
2.2,Non-Veg,Storm,Plastic,3,Pimpri,84.9,0
1.5,Non-Veg,Rain,Plastic,2,Swargate,64.4,1
4.4,Veg,Storm,Foil,1,Swargate,51.8,1
2.7,Non-Veg,Fog,Paper,4,Baner,14.9,0
4.0,Non-Veg,Fog,Paper,5,Viman Nagar,50.5,0
1.1,Non-Veg,Rain,Paper,3,Pimpri,33.1,1
3.4,Non-Veg,Storm,Foil,4,Hadapsar,61.7,1
2.6,Non-Veg,Fog,Box,1,Kothrud,44.6,0
1.5,Non-Veg,Clear,Plastic,0,Hinjewadi,67.3,0
4.2,Non-Veg,Clear,Box,2,Hinjewadi,88.6,1
3.4,Veg,Rain,Plastic,0,Hadapsar,89.4,0
4.3,Veg,Rain,Box,5,Hadapsar,53.5,1
1.2,Veg,Rain,Box,5,Wakad,33.5,1
3.7,Veg,Storm,Box,0,Shivaji Nagar,61.2,0
1.8,Non-Veg,Clear,Box,0,Pimpri,21.4,0
3.3,Non-Veg,Clear,Plastic,5,Pimpri,37.7,0
2.4,Veg,Storm,Box,1,Koregaon Park,14.7,0
4.4,Veg,Storm,Paper,2,Shivaji Nagar,37.1,0
4.2,Non-Veg,Fog,Plastic,1,Hinjewadi,47.7,0
4.1,Non-Veg,Fog,Plastic,0,Kothrud,46.8,0
2.6,Veg,Rain,Plastic,2,Swargate,30.1,0
1.5,Veg,Clear,Foil,3,Pimpri,69.6,1
1.0,Veg,Rain,Foil,2,Kothrud,38.2,0
3.4,Non-Veg,Storm,Plastic,1,Pimpri,76.3,0
2.6,Veg,Fog,Foil,1,Koregaon Park,73.7,0
3.0,Veg,Rain,Box,5,Kothrud,43.0,0
2.5,Non-Veg,Fog,Foil,1,Hinjewadi,85.6,0
1.9,Veg,Fog,Paper,5,Hadapsar,17.4,0
1.9,Veg,Storm,Plastic,1,Hinjewadi,37.3,0
1.8,Veg,Fog,Paper,5,Swargate,77.7,0
1.2,Veg,Storm,Paper,5,Koregaon Park,51.9,1
1.1,Veg,Rain,Foil,0,Baner,18.4,1
2.9,Non-Veg,Storm,Plastic,3,Baner,65.5,0
2.5,Non-Veg,Rain,Plastic,3,Wakad,34.7,0
4.5,Non-Veg,Rain,Box,3,Hinjewadi,83.6,0
2.2,Non-Veg,Storm,Plastic,2,Shivaji Nagar,67.2,1
1.7,Veg,Clear,Box,3,Pimpri,50.6,0
3.0,Non-Veg,Clear,Plastic,2,Hadapsar,35.8,0
4.5,Veg,Clear,Box,3,Swargate,12.0,1
2.1,Veg,Fog,Paper,0,Viman Nagar,81.3,0
2.3,Veg,Fog,Box,1,Wakad,29.1,0
3.0,Veg,Rain,Plastic,2,Swargate,63.7,0
4.9,Non-Veg,Storm,Foil,5,Hadapsar,30.0,0
4.6,Veg,Fog,Box,5,Swargate,82.4,1
4.6,Non-Veg,Fog,Paper,1,Kothrud,65.5,0
3.1,Non-Veg,Rain,Paper,1,Baner,58.7,0
3.8,Veg,Rain,Paper,5,Kothrud,82.9,1
2.6,Veg,Fog,Plastic,2,Hinjewadi,18.8,0
3.7,Non-Veg,Fog,Paper,5,Hinjewadi,67.2,0
1.2,Veg,Fog,Foil,2,Hadapsar,54.6,0
1.8,Non-Veg,Storm,Box,5,Shivaji Nagar,33.1,0
4.1,Non-Veg,Rain,Foil,4,Swargate,36.8,0
2.8,Non-Veg,Rain,Box,0,Swargate,63.9,0
2.0,Veg,Storm,Box,2,Baner,87.4,0
1.4,Veg,Storm,Paper,2,Hadapsar,83.0,1
4.2,Non-Veg,Rain,Foil,0,Hinjewadi,87.0,0
4.2,Veg,Rain,Plastic,4,Kothrud,63.0,1
2.7,Veg,Fog,Plastic,2,Hinjewadi,31.9,0
4.5,Veg,Rain,Foil,0,Wakad,28.9,0
2.7,Veg,Fog,Paper,0,Baner,64.7,0
3.8,Non-Veg,Rain,Foil,3,Baner,22.2,0
2.9,Non-Veg,Fog,Paper,5,Shivaji Nagar,30.9,0
3.3,Veg,Clear,Foil,1,Wakad,78.1,1
2.0,Veg,Rain,Box,0,Swargate,61.2,1
2.3,Non-Veg,Fog,Box,1,Koregaon Park,68.0,1
3.1,Veg,Storm,Paper,5,Wakad,34.1,0
2.9,Veg,Fog,Plastic,5,Baner,20.2,1
4.5,Veg,Fog,Box,5,Wakad,64.3,0
2.5,Veg,Clear,Plastic,1,Kothrud,35.0,0
1.5,Non-Veg,Rain,Paper,3,Shivaji Nagar,75.6,1
4.5,Veg,Fog,Plastic,0,Wakad,35.7,0
2.7,Non-Veg,Fog,Box,5,Wakad,28.9,0
4.6,Veg,Fog,Paper,3,Koregaon Park,60.2,0
3.4,Non-Veg,Clear,Paper,0,Wakad,79.5,0
2.6,Veg,Storm,Box,0,Koregaon Park,65.6,1
3.4,Non-Veg,Rain,Plastic,2,Wakad,18.9,0
4.2,Veg,Rain,Box,1,Pimpri,46.1,0
1.2,Non-Veg,Rain,Plastic,3,Shivaji Nagar,16.3,1
3.7,Veg,Storm,Box,0,Shivaji Nagar,36.8,1
4.2,Non-Veg,Clear,Foil,3,Baner,48.2,0
3.6,Non-Veg,Fog,Plastic,2,Pimpri,63.6,0
4.5,Veg,Rain,Plastic,0,Koregaon Park,19.3,0
2.0,Veg,Rain,Foil,2,Hadapsar,55.4,1
2.0,Veg,Rain,Foil,0,Wakad,30.3,0
3.2,Veg,Clear,Foil,1,Wakad,78.7,0
1.2,Non-Veg,Fog,Paper,1,Wakad,45.6,0
2.0,Non-Veg,Rain,Box,5,Baner,47.1,0
4.4,Veg,Rain,Foil,2,Koregaon Park,59.1,0
1.2,Non-Veg,Rain,Plastic,1,Kothrud,49.0,0
1.1,Non-Veg,Clear,Plastic,3,Hinjewadi,51.8,1
2.2,Veg,Fog,Foil,2,Pimpri,63.2,1
3.2,Non-Veg,Rain,Foil,1,Hinjewadi,72.9,0
3.1,Non-Veg,Fog,Paper,0,Hinjewadi,11.5,0
4.7,Non-Veg,Storm,Plastic,4,Shivaji Nagar,44.7,0
5.0,Veg,Rain,Foil,0,Wakad,13.0,0
4.4,Non-Veg,Rain,Plastic,4,Koregaon Park,19.8,1
2.4,Non-Veg,Storm,Plastic,1,Wakad,86.3,1
3.3,Non-Veg,Clear,Paper,5,Baner,88.3,1
3.2,Non-Veg,Rain,Box,3,Viman Nagar,23.8,0
2.4,Non-Veg,Fog,Box,0,Pimpri,60.0,0
1.5,Non-Veg,Rain,Paper,4,Hadapsar,77.0,1
4.0,Veg,Storm,Paper,1,Wakad,41.2,1
3.7,Veg,Storm,Paper,0,Hadapsar,35.7,0
4.6,Veg,Clear,Foil,0,Koregaon Park,54.0,0
4.4,Veg,Clear,Foil,4,Shivaji Nagar,24.3,0
3.9,Non-Veg,Rain,Plastic,0,Baner,38.5,0
3.0,Non-Veg,Storm,Paper,0,Wakad,68.2,1
1.4,Veg,Fog,Box,5,Shivaji Nagar,44.3,0
2.4,Non-Veg,Rain,Box,2,Hinjewadi,41.0,1
1.8,Non-Veg,Clear,Plastic,0,Baner,33.5,1
2.1,Veg,Clear,Box,2,Baner,35.3,0
