food_type,weather_condition,packaging_type,city,distance_km,delivery_duration,rating,delay_flag,delivery_speed,complaint
Chinese,Rainy,Bag,Viman Nagar,11.42,18.45,3.0,0,37.14,0
Dessert,Cloudy,Plastic,Koregaon Park,10.73,31.08,1.3,1,20.71,0
Chinese,Clear,Box,Hadapsar,12.23,53.85,3.9,0,13.63,0
Chinese,Clear,Eco,Hadapsar,13.38,13.51,2.8,0,59.42,0
Chinese,Cloudy,Eco,Baner,11.61,16.39,4.6,0,42.5,0
Fast Food,Clear,Bag,Viman Nagar,12.82,54.78,4.7,0,14.04,0
Dessert,Clear,Eco,Shivaji Nagar,5.84,30.77,1.5,0,11.39,0
Fast Food,Stormy,Plastic,Wakad,5.81,14.17,5.0,1,24.6,1
Dessert,Clear,Eco,Shivaji Nagar,14.22,16.96,4.9,1,50.31,0
Indian,Stormy,Bag,Hadapsar,13.8,54.12,3.5,0,15.3,0
Indian,Clear,Box,Wakad,8.68,34.51,4.3,0,15.09,0
Indian,Clear,Bag,Shivaji Nagar,6.13,18.15,1.1,0,20.26,0
Dessert,Cloudy,Eco,Viman Nagar,13.12,54.7,4.9,0,14.39,0
Chinese,Rainy,Bag,Shivaji Nagar,5.53,52.26,2.8,1,6.35,1
Chinese,Rainy,Eco,Hinjewadi,3.15,11.15,4.6,1,16.95,1
Fast Food,Rainy,Bag,Pimpri,9.95,39.05,2.5,1,15.29,1
Fast Food,Cloudy,Box,Hinjewadi,1.6,22.22,4.2,1,4.32,0
Indian,Clear,Eco,Hinjewadi,6.31,36.66,2.7,1,10.33,1
Fast Food,Clear,Plastic,Hinjewadi,12.31,23.96,2.5,0,30.83,0
Dessert,Clear,Plastic,Shivaji Nagar,5.13,25.79,4.8,1,11.93,0
Dessert,Rainy,Plastic,Hinjewadi,14.04,40.09,3.8,0,21.01,0
Fast Food,Clear,Plastic,Hadapsar,14.38,36.94,4.4,1,23.36,0
Fast Food,Clear,Eco,Viman Nagar,12.42,29.76,3.2,1,25.04,0
Fast Food,Clear,Eco,Baner,14.83,15.38,4.7,0,57.85,0
Fast Food,Clear,Box,Hinjewadi,8.43,58.47,4.0,1,8.65,0
Indian,Clear,Bag,Koregaon Park,8.97,18.73,1.3,0,28.73,0
Indian,Rainy,Eco,Viman Nagar,12.71,41.66,4.1,1,18.31,1
Fast Food,Clear,Plastic,Koregaon Park,7.9,14.14,1.1,0,33.52,0
Dessert,Cloudy,Eco,Kothrud,6.69,44.42,4.3,0,9.04,0
Indian,Rainy,Plastic,Viman Nagar,9.61,14.74,2.3,0,39.12,0
Dessert,Clear,Box,Hinjewadi,10.21,21.48,3.4,0,28.52,0
Chinese,Rainy,Bag,Baner,11.51,42.35,4.0,0,16.31,0
Dessert,Clear,Eco,Wakad,10.35,24.15,3.5,0,25.71,0
Fast Food,Cloudy,Bag,Shivaji Nagar,11.44,36.64,3.7,0,18.73,0
Chinese,Stormy,Plastic,Kothrud,10.44,16.23,4.6,0,38.6,0
Indian,Rainy,Plastic,Wakad,7.73,20.12,2.5,1,23.05,1
Indian,Rainy,Bag,Kothrud,2.89,46.69,3.2,0,3.71,0
Chinese,Clear,Box,Koregaon Park,12.0,11.76,1.7,0,61.22,0
Dessert,Clear,Bag,Kothrud,1.43,15.59,2.9,0,5.5,0
Indian,Cloudy,Bag,Hinjewadi,14.9,20.75,1.6,0,43.08,0
Fast Food,Clear,Eco,Pimpri,12.6,11.01,3.5,1,68.66,0
Chinese,Clear,Eco,Viman Nagar,10.39,14.77,2.3,0,42.21,0
Fast Food,Clear,Plastic,Kothrud,14.53,24.07,4.4,0,36.22,0
Chinese,Cloudy,Eco,Kothrud,9.57,14.65,2.4,0,39.19,0
Indian,Clear,Box,Pimpri,1.79,53.31,2.1,0,2.01,0
Dessert,Stormy,Box,Pimpri,8.83,13.3,3.0,0,39.83,0
Chinese,Clear,Box,Viman Nagar,4.88,53.05,1.7,0,5.52,0
Chinese,Clear,Plastic,Viman Nagar,6.17,51.14,1.8,0,7.24,0
Fast Food,Cloudy,Box,Baner,7.43,15.04,4.1,0,29.64,0
Indian,Clear,Box,Baner,11.84,11.26,3.0,1,63.09,0
Fast Food,Rainy,Eco,Hadapsar,8.04,12.5,1.8,1,38.59,1
Indian,Clear,Plastic,Pimpri,7.65,39.52,1.1,0,11.61,0
Fast Food,Clear,Bag,Wakad,5.23,43.52,2.9,0,7.21,0
Chinese,Clear,Box,Wakad,8.56,41.03,4.0,0,12.52,0
Fast Food,Stormy,Eco,Hinjewadi,4.48,37.07,2.4,0,7.25,0
Dessert,Rainy,Bag,Baner,4.65,18.73,2.0,1,14.9,1
Indian,Cloudy,Box,Wakad,11.6,52.05,2.6,1,13.37,1
Indian,Clear,Bag,Viman Nagar,5.8,26.38,4.8,0,13.19,0
Chinese,Rainy,Bag,Kothrud,1.72,59.31,2.7,0,1.74,0
Indian,Clear,Plastic,Kothrud,5.81,29.24,2.0,0,11.92,0
Dessert,Stormy,Plastic,Viman Nagar,9.94,23.15,3.3,0,25.76,0
Fast Food,Cloudy,Box,Koregaon Park,12.4,54.71,4.2,0,13.6,0
Chinese,Cloudy,Box,Koregaon Park,14.47,38.37,1.1,1,22.63,0
Dessert,Clear,Plastic,Kothrud,11.45,46.09,3.2,1,14.91,0
Indian,Rainy,Box,Hinjewadi,7.0,30.42,4.3,1,13.81,1
Indian,Clear,Box,Hadapsar,5.19,54.35,1.9,0,5.73,0
Dessert,Stormy,Plastic,Wakad,2.81,55.89,4.7,0,3.02,0
Fast Food,Clear,Bag,Kothrud,9.79,31.84,3.3,1,18.45,0
Fast Food,Clear,Box,Pimpri,8.14,22.04,3.1,0,22.16,0
Chinese,Clear,Eco,Viman Nagar,10.49,42.38,4.9,0,14.85,0
Indian,Clear,Plastic,Shivaji Nagar,4.32,57.73,1.5,0,4.49,0
Dessert,Clear,Box,Hadapsar,5.53,41.12,4.0,0,8.07,0
Fast Food,Cloudy,Box,Kothrud,5.09,57.71,4.3,0,5.29,0
Chinese,Rainy,Plastic,Baner,12.17,27.19,3.0,0,26.86,0
Indian,Cloudy,Eco,Hinjewadi,3.4,55.75,1.0,1,3.66,1
Indian,Cloudy,Eco,Baner,9.52,15.63,3.1,0,36.55,0
Chinese,Clear,Plastic,Wakad,1.72,27.94,1.6,0,3.69,0
Chinese,Rainy,Eco,Kothrud,8.69,34.72,3.3,1,15.02,1
Fast Food,Clear,Box,Shivaji Nagar,1.89,42.66,4.0,1,2.66,0
Dessert,Stormy,Eco,Baner,3.46,24.71,3.1,0,8.4,0
Indian,Clear,Box,Viman Nagar,2.58,56.21,3.5,0,2.75,0
Dessert,Clear,Bag,Pimpri,5.85,55.17,1.4,0,6.36,0
Indian,Clear,Eco,Hinjewadi,5.81,49.97,1.4,1,6.98,1
Indian,Clear,Bag,Shivaji Nagar,12.57,15.72,4.4,1,47.98,0
Dessert,Clear,Plastic,Wakad,4.16,13.91,1.2,0,17.94,0
Chinese,Clear,Eco,Hinjewadi,2.21,34.91,2.1,1,3.8,1
Fast Food,Cloudy,Box,Hinjewadi,9.45,48.27,4.8,0,11.75,0
Indian,Cloudy,Eco,Koregaon Park,10.62,16.16,2.8,0,39.43,0
Chinese,Clear,Plastic,Koregaon Park,5.13,42.07,3.7,0,7.32,0
Indian,Clear,Plastic,Koregaon Park,9.44,36.39,1.9,0,15.56,0
Fast Food,Cloudy,Box,Shivaji Nagar,11.86,46.3,2.1,0,15.37,0
Indian,Clear,Eco,Shivaji Nagar,5.87,31.77,3.0,0,11.09,0
Fast Food,Cloudy,Bag,Hadapsar,8.35,44.66,3.6,0,11.22,0
Fast Food,Clear,Plastic,Wakad,3.05,17.98,4.8,0,10.18,0
Indian,Rainy,Plastic,Pimpri,1.33,20.73,3.3,0,3.85,0
Indian,Rainy,Box,Shivaji Nagar,14.74,55.17,1.4,1,16.03,1
Fast Food,Rainy,Eco,Hadapsar,5.2,26.47,2.5,0,11.79,0
Chinese,Cloudy,Bag,Pimpri,4.9,59.28,2.0,1,4.96,1
Dessert,Clear,Eco,Baner,14.63,12.31,2.0,0,71.31,0
Fast Food,Clear,Eco,Pimpri,11.2,34.79,3.0,1,19.32,0
Indian,Rainy,Bag,Baner,9.19,26.25,2.3,0,21.01,0
Indian,Cloudy,Box,Pimpri,10.79,59.8,2.2,0,10.83,0
Chinese,Clear,Plastic,Baner,10.94,59.5,4.9,0,11.03,0
Dessert,Cloudy,Box,Hinjewadi,11.69,21.76,3.3,0,32.23,0
Fast Food,Clear,Box,Wakad,1.94,23.36,2.0,0,4.98,0
Fast Food,Clear,Eco,Shivaji Nagar,6.78,47.48,2.1,0,8.57,0
Dessert,Cloudy,Bag,Hinjewadi,5.13,54.48,4.2,1,5.65,0
Fast Food,Clear,Plastic,Koregaon Park,1.99,43.18,4.5,1,2.77,0
Dessert,Rainy,Eco,Shivaji Nagar,6.78,53.24,3.7,0,7.64,0
Indian,Clear,Plastic,Wakad,9.63,13.16,2.7,1,43.91,0
Dessert,Clear,Eco,Baner,3.5,42.03,4.1,0,5.0,0
Fast Food,Rainy,Bag,Koregaon Park,5.27,45.01,4.7,1,7.03,1
Dessert,Rainy,Plastic,Koregaon Park,9.95,19.52,1.7,0,30.58,0
Chinese,Clear,Plastic,Shivaji Nagar,9.11,48.9,4.4,0,11.18,0
Indian,Clear,Box,Baner,13.16,57.21,4.4,0,13.8,0
Indian,Clear,Eco,Kothrud,12.08,54.9,2.5,0,13.2,0
Dessert,Clear,Eco,Viman Nagar,14.52,22.25,2.2,0,39.16,0
Fast Food,Stormy,Eco,Viman Nagar,9.36,26.2,3.3,0,21.44,0
Chinese,Cloudy,Box,Kothrud,10.78,34.98,2.1,1,18.49,0
Indian,Clear,Box,Wakad,13.05,17.92,1.6,0,43.69,0
Indian,Clear,Plastic,Baner,12.76,57.7,4.8,0,13.27,0
Fast Food,Stormy,Eco,Shivaji Nagar,11.06,18.08,3.0,0,36.7,0
Fast Food,Rainy,Eco,Wakad,8.0,48.07,2.9,0,9.99,0
Chinese,Rainy,Plastic,Wakad,4.82,27.07,1.5,0,10.68,0
Dessert,Cloudy,Plastic,Kothrud,13.28,38.69,3.0,0,20.59,0
Fast Food,Clear,Plastic,Shivaji Nagar,11.87,12.36,4.0,0,57.62,0
Dessert,Clear,Bag,Shivaji Nagar,12.73,20.25,2.0,0,37.72,0
Chinese,Stormy,Bag,Baner,2.97,32.22,2.5,0,5.53,0
Dessert,Rainy,Plastic,Shivaji Nagar,5.41,43.86,1.7,0,7.4,0
Indian,Clear,Box,Baner,6.95,48.88,2.4,0,8.53,0
Dessert,Clear,Box,Baner,12.74,11.51,4.4,0,66.41,0
Chinese,Clear,Eco,Pimpri,13.5,17.62,1.9,1,45.97,0
Chinese,Cloudy,Bag,Hinjewadi,4.99,46.49,1.1,0,6.44,0
Chinese,Clear,Bag,Hinjewadi,10.61,50.65,3.1,0,12.57,0
Dessert,Clear,Plastic,Wakad,2.09,21.83,3.3,0,5.74,0
Indian,Stormy,Plastic,Hadapsar,6.73,21.48,2.3,1,18.8,1
Fast Food,Clear,Plastic,Wakad,7.81,14.4,3.6,0,32.54,0
Indian,Clear,Plastic,Hadapsar,11.72,17.51,1.2,0,40.16,0
Dessert,Clear,Plastic,Shivaji Nagar,13.49,10.4,2.4,0,77.83,0
Dessert,Clear,Box,Baner,5.72,39.49,1.6,0,8.69,0
Fast Food,Clear,Box,Pimpri,8.39,55.19,1.9,0,9.12,0
Dessert,Stormy,Plastic,Hadapsar,10.06,17.48,2.5,0,34.53,0
Chinese,Cloudy,Box,Viman Nagar,5.6,47.57,3.0,0,7.06,0
Chinese,Clear,Plastic,Hadapsar,14.8,38.68,1.4,0,22.96,0
Chinese,Clear,Plastic,Hadapsar,13.26,57.0,1.4,0,13.96,0
Chinese,Rainy,Bag,Hinjewadi,5.15,49.91,3.7,1,6.19,1
Chinese,Clear,Box,Pimpri,8.11,52.64,2.6,0,9.24,0
Dessert,Clear,Box,Koregaon Park,4.23,41.96,1.7,1,6.05,1
Fast Food,Stormy,Bag,Viman Nagar,8.2,50.57,1.9,0,9.73,0
Fast Food,Clear,Box,Baner,10.57,27.54,3.9,0,23.03,0
Chinese,Clear,Bag,Kothrud,2.2,20.45,1.2,0,6.45,0
Dessert,Clear,Eco,Wakad,13.18,55.63,3.0,1,14.22,0
Indian,Clear,Box,Hinjewadi,9.31,46.72,2.4,1,11.96,1
Indian,Clear,Plastic,Hinjewadi,14.85,14.54,4.2,0,61.28,0
Dessert,Clear,Bag,Hinjewadi,1.36,53.35,4.2,1,1.53,0
Chinese,Clear,Plastic,Hinjewadi,12.64,27.45,3.8,0,27.63,0
Fast Food,Rainy,Plastic,Baner,12.09,24.91,2.5,1,29.12,1
Dessert,Clear,Box,Hadapsar,2.86,41.17,3.5,1,4.17,0
Indian,Clear,Bag,Hinjewadi,5.69,38.43,3.6,1,8.88,0
Indian,Rainy,Eco,Kothrud,13.39,36.91,2.3,0,21.77,0
Indian,Cloudy,Plastic,Shivaji Nagar,8.26,22.74,4.5,0,21.79,0
Chinese,Clear,Plastic,Hadapsar,6.62,57.99,4.9,0,6.85,0
Indian,Clear,Eco,Hadapsar,13.68,57.51,2.3,0,14.27,0
Dessert,Clear,Bag,Shivaji Nagar,2.31,10.21,4.2,0,13.57,0
Dessert,Cloudy,Box,Baner,7.62,26.89,3.0,0,17.0,0
Indian,Clear,Plastic,Shivaji Nagar,10.13,12.28,2.9,0,49.5,0
Dessert,Clear,Box,Hinjewadi,9.52,52.51,2.5,0,10.88,0
Indian,Clear,Bag,Hinjewadi,4.7,54.33,2.2,0,5.19,0
Indian,Clear,Eco,Hinjewadi,8.89,35.91,4.7,0,14.85,0
Fast Food,Clear,Box,Kothrud,10.92,51.98,4.0,1,12.6,0
Chinese,Clear,Bag,Wakad,9.19,45.17,2.8,0,12.21,0
Chinese,Cloudy,Box,Wakad,10.58,34.98,4.0,1,18.15,0
Fast Food,Rainy,Box,Baner,4.59,28.19,3.9,0,9.77,0
Fast Food,Clear,Plastic,Hadapsar,12.66,23.31,2.1,0,32.59,0
Chinese,Clear,Box,Viman Nagar,7.3,22.97,1.7,0,19.07,0
Indian,Clear,Plastic,Wakad,14.82,38.1,4.3,0,23.34,0
Indian,Clear,Bag,Wakad,1.33,18.34,4.2,0,4.35,0
Chinese,Cloudy,Bag,Viman Nagar,6.32,18.74,5.0,0,20.23,0
Indian,Stormy,Plastic,Hinjewadi,3.53,10.52,1.1,1,20.13,1
Fast Food,Clear,Eco,Wakad,8.78,40.67,3.2,1,12.95,0
Indian,Clear,Box,Shivaji Nagar,4.4,59.72,3.8,0,4.42,0
Indian,Clear,Bag,Viman Nagar,11.32,54.46,3.3,0,12.47,0
Dessert,Rainy,Bag,Hadapsar,13.35,45.28,3.8,0,17.69,0
Dessert,Rainy,Eco,Wakad,3.95,49.28,1.5,0,4.81,0
Dessert,Cloudy,Bag,Hinjewadi,3.25,30.84,1.0,0,6.32,0
Indian,Cloudy,Plastic,Koregaon Park,13.26,24.9,1.4,0,31.95,0
Chinese,Clear,Eco,Kothrud,6.06,28.43,2.5,0,12.79,0
Fast Food,Rainy,Bag,Hadapsar,7.08,14.07,2.3,0,30.19,0
Indian,Rainy,Eco,Koregaon Park,4.09,41.69,4.5,0,5.89,0
Chinese,Rainy,Eco,Wakad,6.95,18.74,1.3,1,22.25,1
Indian,Clear,Bag,Shivaji Nagar,4.24,48.14,2.8,1,5.28,1
Fast Food,Rainy,Bag,Viman Nagar,10.32,19.5,4.8,0,31.75,0
Indian,Rainy,Bag,Shivaji Nagar,7.98,21.41,3.0,0,22.36,0
Fast Food,Rainy,Eco,Hadapsar,12.03,57.87,1.5,0,12.47,0
Indian,Rainy,Plastic,Koregaon Park,5.38,15.27,2.2,1,21.14,1
Fast Food,Cloudy,Plastic,Baner,8.08,34.94,3.5,1,13.88,0
Indian,Rainy,Box,Kothrud,4.63,13.13,1.0,0,21.16,0
Fast Food,Rainy,Bag,Pimpri,14.08,14.52,4.9,0,58.18,0
Dessert,Rainy,Plastic,Hadapsar,8.31,41.68,3.3,1,11.96,1
Indian,Clear,Box,Wakad,3.43,41.54,3.8,0,4.95,0
Indian,Clear,Box,Hadapsar,4.82,19.66,3.0,1,14.71,0
Chinese,Clear,Bag,Wakad,2.16,53.62,4.8,0,2.42,0
Chinese,Rainy,Box,Shivaji Nagar,1.39,45.11,3.4,0,1.85,0
Fast Food,Rainy,Plastic,Koregaon Park,8.36,25.03,3.6,0,20.04,0
Indian,Stormy,Box,Kothrud,5.72,22.42,4.4,0,15.31,0
Fast Food,Clear,Box,Kothrud,14.49,47.71,4.4,0,18.22,0
Dessert,Clear,Plastic,Shivaji Nagar,3.4,46.68,1.1,1,4.37,1
Chinese,Clear,Box,Koregaon Park,12.11,17.44,2.1,0,41.66,0
Fast Food,Clear,Box,Baner,5.42,27.46,2.0,0,11.84,0
Fast Food,Cloudy,Eco,Hinjewadi,4.13,20.83,1.0,0,11.9,0
Chinese,Clear,Box,Kothrud,14.57,24.71,4.5,1,35.38,0
Indian,Rainy,Box,Hadapsar,12.24,24.38,2.3,0,30.12,0
Fast Food,Rainy,Eco,Hadapsar,9.83,58.8,2.4,0,10.03,0
Chinese,Clear,Eco,Hinjewadi,10.76,47.51,1.4,0,13.59,0
Indian,Cloudy,Eco,Hinjewadi,14.88,49.0,5.0,0,18.22,0
Dessert,Clear,Bag,Wakad,9.3,23.87,4.3,1,23.38,0
Chinese,Clear,Bag,Kothrud,2.43,10.03,3.3,0,14.54,0
Fast Food,Cloudy,Plastic,Koregaon Park,1.91,12.91,4.1,1,8.88,0
Dessert,Cloudy,Box,Hinjewadi,10.33,37.65,4.1,1,16.46,0
Indian,Clear,Plastic,Koregaon Park,10.21,24.27,3.6,0,25.24,0
Indian,Clear,Bag,Viman Nagar,11.47,19.65,1.7,1,35.02,0
Chinese,Clear,Box,Hadapsar,2.52,12.48,3.9,1,12.12,0
Chinese,Clear,Box,Shivaji Nagar,14.23,53.79,3.3,1,15.87,0
Chinese,Stormy,Eco,Baner,8.72,40.01,3.9,0,13.08,0
Indian,Rainy,Bag,Pimpri,10.09,15.37,3.2,1,39.39,1
Dessert,Clear,Box,Baner,1.49,48.32,4.8,0,1.85,0
Indian,Cloudy,Eco,Viman Nagar,14.45,47.79,3.5,1,18.14,0
Fast Food,Clear,Box,Shivaji Nagar,8.88,24.47,3.3,0,21.77,0
Indian,Clear,Bag,Viman Nagar,8.89,19.42,4.4,0,27.47,0
Fast Food,Stormy,Plastic,Wakad,14.21,50.7,2.5,0,16.82,0
Dessert,Cloudy,Plastic,Koregaon Park,14.01,26.48,2.3,0,31.74,0
Chinese,Cloudy,Box,Baner,4.08,52.37,3.0,1,4.67,0
Chinese,Rainy,Eco,Pimpri,14.04,12.18,3.3,1,69.16,1
Indian,Cloudy,Eco,Baner,11.31,34.96,1.9,0,19.41,0
Chinese,Clear,Eco,Hinjewadi,1.26,18.98,3.7,0,3.98,0
Dessert,Rainy,Bag,Wakad,4.36,43.6,4.2,0,6.0,0
Chinese,Stormy,Plastic,Koregaon Park,6.78,59.86,3.3,0,6.8,0
Indian,Clear,Plastic,Hinjewadi,9.16,30.63,3.1,0,17.94,0
Dessert,Cloudy,Box,Baner,10.82,15.02,2.2,1,43.22,0
Fast Food,Clear,Plastic,Hadapsar,3.94,25.88,4.6,1,9.13,0
Indian,Clear,Eco,Kothrud,12.71,54.58,4.0,0,13.97,0
Fast Food,Cloudy,Bag,Pimpri,12.84,48.29,2.9,0,15.95,0
Dessert,Clear,Eco,Koregaon Park,9.89,21.61,3.6,0,27.46,0
Indian,Rainy,Eco,Koregaon Park,13.9,57.68,2.3,0,14.46,0
Indian,Clear,Plastic,Baner,12.38,41.11,1.2,1,18.07,0
Dessert,Stormy,Bag,Wakad,4.1,18.4,1.8,0,13.37,0
Chinese,Clear,Bag,Koregaon Park,12.18,38.62,1.3,0,18.92,0
Indian,Clear,Eco,Pimpri,14.34,32.56,3.0,0,26.43,0
Indian,Clear,Box,Koregaon Park,2.93,50.98,3.5,0,3.45,0
Fast Food,Stormy,Plastic,Shivaji Nagar,14.7,27.21,2.5,0,32.41,0
Chinese,Cloudy,Box,Koregaon Park,1.35,53.75,3.1,0,1.51,0
Fast Food,Cloudy,Eco,Hinjewadi,8.31,50.6,1.3,1,9.85,1
Fast Food,Clear,Plastic,Baner,11.83,43.73,4.1,0,16.23,0
Chinese,Clear,Box,Koregaon Park,12.07,22.93,1.1,0,31.58,0
Chinese,Clear,Box,Koregaon Park,11.29,58.52,3.5,1,11.58,0
Dessert,Rainy,Box,Hadapsar,8.41,37.43,2.7,0,13.48,0
Chinese,Clear,Plastic,Baner,10.11,55.38,1.7,1,10.95,1
Indian,Stormy,Box,Koregaon Park,10.8,20.79,3.1,0,31.17,0
Chinese,Cloudy,Bag,Kothrud,7.92,59.17,4.1,0,8.03,0
Dessert,Clear,Eco,Hinjewadi,9.34,50.8,2.7,0,11.03,0
Dessert,Clear,Plastic,Hinjewadi,12.85,57.46,2.5,1,13.42,1
Dessert,Cloudy,Bag,Hinjewadi,5.38,20.62,1.6,0,15.65,0
Chinese,Clear,Box,Hinjewadi,8.32,31.53,3.4,1,15.83,0
Chinese,Clear,Eco,Pimpri,1.12,14.88,4.3,0,4.52,0
Fast Food,Clear,Box,Kothrud,10.62,16.85,3.2,0,37.82,0
Fast Food,Rainy,Bag,Hadapsar,3.74,24.2,1.7,0,9.27,0
Indian,Cloudy,Box,Hadapsar,7.73,57.58,3.6,0,8.05,0
Fast Food,Clear,Plastic,Kothrud,3.94,43.36,1.1,1,5.45,1
Indian,Clear,Bag,Kothrud,1.33,25.73,4.4,1,3.1,0
Dessert,Clear,Plastic,Hinjewadi,7.77,57.73,4.7,0,8.08,0
Fast Food,Cloudy,Eco,Pimpri,6.95,46.99,3.4,0,8.87,0
Chinese,Clear,Plastic,Hadapsar,6.95,55.35,4.5,1,7.53,0
Fast Food,Clear,Plastic,Viman Nagar,3.92,56.36,1.3,1,4.17,1
Indian,Stormy,Box,Koregaon Park,14.26,47.54,1.9,0,18.0,0
Fast Food,Stormy,Box,Hinjewadi,1.05,22.16,2.3,0,2.84,0
Dessert,Stormy,Bag,Hadapsar,13.48,59.83,4.1,1,13.52,1
Chinese,Cloudy,Eco,Hadapsar,11.32,26.25,2.9,0,25.87,0
Indian,Clear,Bag,Hadapsar,3.41,43.59,2.4,0,4.69,0
Chinese,Clear,Eco,Shivaji Nagar,7.61,52.24,1.6,0,8.74,0
Chinese,Clear,Eco,Pimpri,14.84,18.76,4.2,0,47.46,0
Indian,Clear,Plastic,Hadapsar,10.01,40.45,1.1,0,14.85,0
Chinese,Stormy,Box,Baner,2.78,28.76,2.3,0,5.8,0
Chinese,Cloudy,Eco,Viman Nagar,7.41,22.21,2.0,0,20.02,0
Fast Food,Cloudy,Box,Hadapsar,7.55,10.59,1.5,1,42.78,0
Chinese,Clear,Eco,Shivaji Nagar,12.23,53.6,1.7,0,13.69,0
Chinese,Stormy,Box,Baner,13.83,16.79,3.0,0,49.42,0
Chinese,Cloudy,Bag,Hadapsar,2.15,53.91,2.7,1,2.39,1
Chinese,Clear,Box,Wakad,5.4,40.03,3.1,0,8.09,0
Indian,Cloudy,Plastic,Pimpri,5.18,41.05,3.9,0,7.57,0
Dessert,Clear,Eco,Shivaji Nagar,14.94,51.43,4.6,1,17.43,0
Fast Food,Clear,Plastic,Koregaon Park,8.83,35.47,1.5,0,14.94,0
Chinese,Rainy,Eco,Shivaji Nagar,13.32,27.86,1.3,0,28.69,0
Chinese,Rainy,Plastic,Shivaji Nagar,6.96,16.94,2.3,0,24.65,0
Indian,Clear,Eco,Wakad,11.12,38.52,3.2,0,17.32,0
Dessert,Clear,Box,Baner,5.01,37.66,1.4,1,7.98,1
Chinese,Stormy,Eco,Pimpri,13.77,24.69,3.9,0,33.46,0
Indian,Rainy,Plastic,Koregaon Park,7.37,40.0,3.2,0,11.06,0
Fast Food,Cloudy,Plastic,Pimpri,12.25,31.97,4.0,0,22.99,0
Fast Food,Clear,Eco,Baner,4.58,50.28,2.4,1,5.47,1
Chinese,Clear,Eco,Wakad,10.71,37.97,2.6,1,16.92,0
Chinese,Clear,Bag,Koregaon Park,6.67,56.68,4.2,0,7.06,0
Dessert,Clear,Bag,Viman Nagar,1.44,35.9,2.1,0,2.41,0
Dessert,Clear,Box,Hadapsar,6.78,54.37,2.5,1,7.48,1
Chinese,Clear,Box,Koregaon Park,8.7,36.03,1.1,0,14.49,0
Indian,Rainy,Box,Hadapsar,3.12,37.9,3.2,0,4.94,0
Dessert,Clear,Box,Shivaji Nagar,3.57,28.34,4.4,1,7.56,0
Chinese,Cloudy,Box,Kothrud,7.51,30.01,1.1,0,15.01,0
Dessert,Clear,Eco,Kothrud,5.8,56.66,3.5,0,6.14,0
Chinese,Clear,Bag,Hadapsar,7.17,21.16,4.4,0,20.33,0
Fast Food,Clear,Eco,Baner,7.45,16.07,3.0,0,27.82,0
Chinese,Clear,Bag,Pimpri,2.96,51.51,2.3,0,3.45,0
Fast Food,Clear,Bag,Wakad,3.54,38.85,5.0,0,5.47,0
Dessert,Stormy,Plastic,Hadapsar,12.87,24.23,1.3,0,31.87,0
Chinese,Cloudy,Plastic,Viman Nagar,3.28,31.62,1.8,1,6.22,1
Dessert,Clear,Bag,Shivaji Nagar,10.32,36.25,4.5,0,17.08,0
Fast Food,Clear,Eco,Wakad,6.86,39.61,2.2,0,10.39,0
Chinese,Rainy,Bag,Wakad,14.56,51.05,4.3,0,17.11,0
Dessert,Cloudy,Box,Koregaon Park,1.93,29.72,2.3,0,3.9,0
Fast Food,Clear,Eco,Kothrud,12.63,43.83,4.2,0,17.29,0
Dessert,Rainy,Eco,Baner,7.88,51.74,3.7,0,9.14,0
Indian,Cloudy,Bag,Pimpri,1.07,52.19,2.9,0,1.23,0
Fast Food,Cloudy,Box,Koregaon Park,4.69,22.71,3.1,0,12.39,0
Fast Food,Cloudy,Bag,Baner,6.71,27.51,1.7,0,14.63,0
Fast Food,Cloudy,Box,Koregaon Park,5.4,39.75,1.5,0,8.15,0
Chinese,Stormy,Eco,Pimpri,6.07,54.29,3.9,0,6.71,0
Chinese,Clear,Bag,Viman Nagar,13.83,49.52,4.4,1,16.76,0
Chinese,Rainy,Box,Hinjewadi,6.05,39.2,3.9,0,9.26,0
Indian,Cloudy,Plastic,Koregaon Park,6.86,59.19,4.7,0,6.95,0
Indian,Rainy,Eco,Wakad,11.66,31.95,4.6,1,21.9,1
Fast Food,Stormy,Eco,Baner,12.11,52.12,4.1,0,13.94,0
Indian,Clear,Plastic,Kothrud,2.18,50.92,4.6,0,2.57,0
Dessert,Clear,Box,Koregaon Park,10.86,55.4,1.7,0,11.76,0
Fast Food,Clear,Eco,Wakad,7.76,59.38,3.9,0,7.84,0
Fast Food,Clear,Box,Pimpri,2.87,34.78,4.0,0,4.95,0
Dessert,Clear,Plastic,Pimpri,4.71,19.78,1.6,1,14.29,1
Fast Food,Cloudy,Bag,Shivaji Nagar,1.63,33.04,4.6,0,2.96,0
Indian,Clear,Eco,Kothrud,6.04,52.69,1.0,0,6.88,0
Chinese,Cloudy,Eco,Wakad,4.58,51.81,2.7,0,5.3,0
Dessert,Rainy,Box,Pimpri,6.35,26.8,1.1,0,14.22,0
Indian,Clear,Eco,Hadapsar,9.12,12.37,3.1,0,44.24,0
Dessert,Clear,Bag,Viman Nagar,11.25,35.49,2.6,0,19.02,0
Dessert,Rainy,Plastic,Wakad,9.47,33.71,3.5,0,16.86,0
Fast Food,Cloudy,Eco,Hinjewadi,10.5,14.29,4.1,1,44.09,0
Fast Food,Cloudy,Plastic,Baner,13.12,49.74,4.1,0,15.83,0
