driver_rating,food_type,distance_km,weather_condition,packaging_type,customer_past_complaints,city,delivery_duration,complaint
3.4,Indian,3.32,Rain,Plastic,0,Baner,26.5,0
3.4,Indian,9.21,Rain,Box,1,Hinjewadi,26.6,0
3.0,Chinese,11.91,Storm,Box,5,Swargate,61.5,1
4.1,Pizza,4.13,Rain,Box,4,Kothrud,79.5,1
3.5,Chinese,11.75,Rain,Foil,2,Kothrud,64.4,0
2.0,Indian,3.59,Fog,Plastic,0,Swargate,69.6,1
2.4,Pizza,19.42,Rain,Foil,3,Pimpri,58.6,1
1.5,Burger,18.41,Rain,Paper,3,Shivaji Nagar,75.6,1
3.6,Pizza,10.56,Rain,Plastic,2,Hinjewadi,13.0,0
2.7,Chinese,9.03,Clear,Foil,4,Kothrud,74.1,1
3.6,Pizza,10.22,Clear,Foil,3,Pimpri,82.8,0
3.3,Biryani,10.74,Rain,Box,2,Hinjewadi,41.4,1
4.9,Pizza,17.61,Storm,Box,3,Kothrud,14.7,1
3.3,Burger,2.76,Rain,Paper,2,Baner,49.5,1
3.8,Burger,4.41,Fog,Paper,2,Baner,40.9,0
1.8,Pizza,16.29,Fog,Plastic,4,Hinjewadi,35.6,0
3.4,Burger,7.18,Storm,Box,2,Wakad,44.1,0
4.8,South Indian,16.08,Clear,Paper,3,Pimpri,82.3,1
4.9,Indian,18.94,Storm,Paper,1,Kothrud,33.0,0
3.2,Burger,8.08,Rain,Foil,4,Hadapsar,50.4,0
1.5,Indian,6.1,Rain,Box,3,Koregaon Park,78.2,1
3.5,Biryani,11.95,Fog,Plastic,3,Viman Nagar,85.0,0
3.8,Biryani,16.97,Storm,Box,0,Koregaon Park,76.6,0
3.1,Burger,4.27,Fog,Box,2,Baner,84.0,1
4.5,Chinese,1.41,Storm,Foil,4,Swargate,12.3,0
2.5,Burger,6.1,Clear,Plastic,1,Kothrud,20.5,0
1.2,Burger,8.37,Clear,Box,5,Swargate,26.8,0
4.0,Pizza,3.34,Storm,Plastic,4,Baner,57.2,0
4.4,Pizza,7.5,Fog,Plastic,0,Hinjewadi,81.6,1
1.0,Biryani,1.28,Clear,Plastic,2,Baner,79.3,0
2.6,Biryani,13.63,Storm,Plastic,2,Hadapsar,47.4,0
3.3,Indian,12.09,Storm,Box,5,Swargate,13.2,0
1.9,Burger,10.06,Clear,Foil,4,Pimpri,10.9,1
4.2,Pizza,13.99,Clear,Plastic,3,Hadapsar,48.0,0
4.2,Chinese,18.86,Storm,Foil,5,Hinjewadi,36.1,1
4.2,Pizza,13.18,Fog,Foil,4,Pimpri,17.9,0
2.6,Chinese,10.96,Rain,Paper,4,Shivaji Nagar,76.9,1
2.3,Burger,11.08,Storm,Box,3,Hadapsar,30.8,1
3.9,Biryani,13.04,Rain,Box,1,Koregaon Park,31.6,0
2.8,Biryani,2.23,Storm,Plastic,4,Hadapsar,12.1,0
1.5,Indian,12.1,Fog,Paper,4,Wakad,79.9,1
3.5,Biryani,7.01,Rain,Plastic,2,Hinjewadi,16.0,0
3.7,Biryani,1.24,Storm,Plastic,1,Hinjewadi,63.5,1
3.0,Pizza,11.84,Rain,Paper,3,Pimpri,77.1,1
2.6,Burger,2.32,Rain,Plastic,4,Baner,72.9,1
2.6,Chinese,10.42,Storm,Foil,3,Wakad,23.5,0
1.3,Pizza,8.51,Storm,Plastic,4,Baner,30.6,0
4.6,Indian,6.74,Clear,Foil,5,Wakad,63.7,0
4.5,Indian,14.19,Fog,Box,4,Viman Nagar,84.5,1
1.5,Chinese,12.29,Fog,Foil,2,Wakad,20.4,1
3.0,Chinese,8.26,Rain,Box,4,Koregaon Park,80.5,1
2.3,Pizza,5.75,Clear,Plastic,5,Shivaji Nagar,73.0,1
4.4,Biryani,17.81,Fog,Foil,5,Pimpri,63.0,1
2.5,Burger,15.22,Fog,Paper,4,Koregaon Park,56.8,0
2.6,Pizza,3.74,Clear,Foil,2,Pimpri,19.4,0
2.1,South Indian,15.22,Storm,Foil,3,Kothrud,83.2,1
2.1,Indian,19.44,Storm,Foil,4,Baner,88.6,1
1.2,Burger,10.13,Storm,Plastic,1,Kothrud,41.2,1
1.2,Chinese,1.62,Clear,Plastic,1,Shivaji Nagar,65.9,1
4.0,Indian,6.53,Storm,Box,5,Hinjewadi,86.0,1
3.6,Burger,17.0,Fog,Box,5,Shivaji Nagar,43.3,0
1.1,Chinese,16.46,Clear,Box,2,Koregaon Park,46.8,0
2.7,Pizza,1.36,Fog,Paper,0,Swargate,62.2,0
3.5,Biryani,15.32,Fog,Foil,3,Pimpri,80.5,0
2.2,Indian,19.43,Storm,Box,4,Baner,37.4,1
1.8,Chinese,7.85,Storm,Plastic,0,Kothrud,53.1,1
1.4,Indian,10.02,Clear,Foil,4,Hadapsar,88.2,1
4.3,Burger,15.49,Fog,Paper,2,Shivaji Nagar,35.7,0
3.7,Biryani,5.18,Clear,Plastic,2,Pimpri,41.8,1
2.3,Burger,8.56,Fog,Paper,4,Hadapsar,17.5,1
1.2,Indian,12.79,Storm,Box,2,Shivaji Nagar,50.9,1
2.4,Pizza,6.72,Rain,Paper,0,Kothrud,37.6,1
1.7,Pizza,18.19,Fog,Plastic,3,Koregaon Park,84.2,1
1.6,South Indian,11.95,Storm,Paper,1,Hinjewadi,54.7,1
2.4,Pizza,15.44,Fog,Box,0,Shivaji Nagar,56.6,1
2.9,South Indian,7.26,Rain,Plastic,5,Baner,51.0,0
3.8,Indian,13.81,Rain,Plastic,1,Kothrud,55.2,0
3.1,Pizza,4.21,Storm,Paper,1,Koregaon Park,44.7,0
3.1,Pizza,17.05,Clear,Foil,4,Kothrud,34.8,0
2.8,Indian,4.02,Rain,Foil,1,Koregaon Park,32.1,0
1.6,Chinese,4.56,Rain,Foil,5,Kothrud,82.1,1
2.5,Chinese,2.48,Storm,Box,5,Swargate,54.0,0
4.9,Indian,2.75,Storm,Box,1,Koregaon Park,13.1,0
3.9,Burger,7.5,Storm,Paper,1,Shivaji Nagar,61.7,0
3.4,South Indian,16.97,Rain,Foil,3,Hadapsar,68.2,1
4.8,Burger,12.79,Fog,Foil,4,Wakad,51.6,0
4.6,Chinese,9.53,Fog,Box,2,Hadapsar,18.2,0
3.1,Indian,14.62,Fog,Paper,4,Kothrud,70.0,0
1.6,South Indian,11.04,Clear,Foil,5,Pimpri,16.8,0
1.6,Chinese,15.33,Fog,Paper,1,Baner,55.5,1
4.3,South Indian,3.93,Storm,Foil,2,Koregaon Park,81.0,0
3.7,Pizza,11.75,Fog,Paper,0,Shivaji Nagar,52.4,0
1.4,Burger,14.06,Fog,Paper,4,Swargate,63.6,1
2.6,Burger,19.72,Rain,Plastic,4,Swargate,22.0,0
2.2,Pizza,7.98,Fog,Box,5,Baner,12.1,0
4.9,Chinese,19.34,Storm,Plastic,4,Shivaji Nagar,61.5,0
1.1,Biryani,19.35,Fog,Paper,2,Hadapsar,31.5,0
2.3,Pizza,2.3,Rain,Foil,2,Koregaon Park,43.9,1
2.0,Burger,14.0,Clear,Foil,0,Viman Nagar,20.1,1
2.4,Pizza,1.9,Clear,Paper,5,Hadapsar,76.3,1
3.1,Chinese,8.99,Rain,Box,1,Wakad,26.4,0
4.9,Pizza,10.51,Storm,Box,0,Hinjewadi,21.7,0
2.6,Indian,10.35,Storm,Box,4,Koregaon Park,57.3,1
1.5,Biryani,16.92,Rain,Box,0,Shivaji Nagar,71.6,1
2.8,South Indian,3.25,Storm,Box,0,Viman Nagar,22.7,0
2.1,Chinese,3.39,Storm,Foil,1,Kothrud,44.8,1
1.6,Chinese,14.41,Clear,Paper,2,Hadapsar,25.5,1
1.4,South Indian,10.55,Storm,Paper,3,Hadapsar,78.7,1
4.3,Indian,5.06,Storm,Paper,4,Koregaon Park,21.8,1
2.1,Burger,14.13,Rain,Plastic,3,Hinjewadi,13.1,1
2.8,Chinese,14.29,Storm,Plastic,3,Swargate,44.0,0
1.2,Biryani,13.81,Storm,Plastic,2,Hadapsar,53.8,0
2.0,South Indian,17.98,Fog,Paper,0,Hinjewadi,18.1,0
4.4,Pizza,5.07,Rain,Plastic,2,Kothrud,87.0,0
1.5,Indian,10.75,Rain,Paper,3,Hadapsar,76.9,0
1.5,South Indian,17.67,Clear,Plastic,4,Wakad,24.4,0
3.3,Pizza,10.98,Rain,Box,0,Wakad,35.1,1
4.9,Chinese,3.96,Storm,Plastic,5,Viman Nagar,12.8,1
2.3,Chinese,15.83,Storm,Box,5,Hadapsar,20.1,1
1.7,Pizza,16.95,Rain,Foil,5,Swargate,13.0,1
2.6,South Indian,2.7,Rain,Paper,4,Pimpri,83.1,0
4.6,Indian,4.39,Clear,Plastic,0,Shivaji Nagar,70.4,0
1.8,Biryani,19.15,Rain,Plastic,5,Baner,11.2,0
2.7,Indian,17.63,Fog,Paper,1,Hadapsar,36.0,1
3.9,Burger,13.38,Storm,Plastic,5,Kothrud,26.1,0
2.3,Chinese,1.01,Rain,Box,2,Koregaon Park,24.2,0
1.7,Burger,10.42,Clear,Paper,5,Swargate,68.5,1
4.7,South Indian,2.36,Clear,Paper,1,Shivaji Nagar,73.8,1
1.4,South Indian,2.52,Storm,Plastic,2,Shivaji Nagar,55.4,0
2.0,Chinese,15.16,Fog,Foil,3,Hadapsar,43.9,0
5.0,Burger,8.58,Rain,Foil,5,Kothrud,65.4,0
3.7,Burger,5.44,Clear,Paper,5,Wakad,13.7,1
1.2,Burger,8.37,Clear,Box,5,Swargate,26.8,0
2.2,South Indian,5.11,Fog,Plastic,1,Wakad,84.5,0
4.3,Chinese,19.64,Rain,Paper,0,Koregaon Park,30.3,0
4.1,South Indian,3.57,Fog,Plastic,2,Swargate,14.3,0
2.2,Pizza,18.04,Clear,Foil,1,Hinjewadi,18.9,1
3.2,Pizza,6.35,Fog,Paper,3,Kothrud,89.4,1
3.6,Biryani,10.11,Rain,Foil,2,Viman Nagar,72.8,0
2.0,Indian,15.77,Fog,Foil,4,Hinjewadi,74.9,1
2.8,Biryani,8.02,Clear,Box,0,Hadapsar,45.9,0
1.8,Burger,12.43,Rain,Foil,4,Pimpri,77.6,1
1.6,Chinese,6.63,Fog,Box,0,Shivaji Nagar,32.0,0
1.1,Pizza,10.55,Clear,Foil,4,Viman Nagar,81.5,0
4.0,Pizza,1.5,Rain,Plastic,2,Hinjewadi,59.8,0
3.5,Biryani,5.64,Clear,Box,2,Shivaji Nagar,82.0,0
3.5,Biryani,19.88,Rain,Foil,1,Swargate,45.8,0
2.2,South Indian,5.11,Fog,Plastic,1,Wakad,84.5,0
4.0,Indian,19.94,Storm,Plastic,4,Koregaon Park,33.1,1
2.4,Chinese,3.6,Clear,Box,4,Baner,20.6,0
3.1,Biryani,15.9,Rain,Paper,0,Baner,29.9,0
2.4,Biryani,18.8,Clear,Foil,3,Hinjewadi,47.6,1
2.9,Biryani,16.52,Rain,Plastic,0,Pimpri,35.5,0
1.4,Burger,1.53,Clear,Plastic,5,Baner,59.5,1
3.7,Pizza,8.37,Fog,Foil,2,Wakad,59.3,0
2.3,Burger,1.92,Clear,Plastic,0,Hadapsar,82.4,0
3.7,Biryani,18.71,Clear,Box,3,Pimpri,15.5,1
3.6,Pizza,10.25,Storm,Foil,3,Hinjewadi,78.9,0
2.0,Burger,15.12,Clear,Box,3,Swargate,50.2,1
3.8,Burger,1.72,Rain,Plastic,3,Wakad,71.6,0
3.9,Biryani,11.04,Fog,Plastic,1,Wakad,78.9,1
4.9,Burger,16.07,Storm,Plastic,1,Koregaon Park,89.5,1
3.4,Indian,12.93,Fog,Box,3,Shivaji Nagar,89.0,0
4.9,Burger,5.83,Storm,Plastic,4,Swargate,19.1,0
2.8,South Indian,1.11,Rain,Box,1,Viman Nagar,39.9,0
1.1,Indian,5.01,Storm,Paper,5,Koregaon Park,47.6,1
1.4,Pizza,19.39,Clear,Box,4,Shivaji Nagar,32.2,0
2.2,Burger,7.12,Fog,Paper,1,Viman Nagar,77.9,1
1.6,South Indian,19.92,Fog,Foil,1,Viman Nagar,16.7,0
3.8,Pizza,4.35,Rain,Foil,3,Pimpri,16.8,0
1.2,Chinese,6.53,Clear,Foil,2,Hadapsar,15.3,0
3.0,Pizza,7.15,Fog,Box,4,Shivaji Nagar,11.5,0
2.5,Pizza,12.2,Clear,Paper,1,Kothrud,73.7,1
1.0,Burger,17.91,Rain,Foil,1,Wakad,44.7,0
4.8,Biryani,10.76,Fog,Box,5,Viman Nagar,31.1,0
4.2,Pizza,19.66,Storm,Box,1,Swargate,18.6,0
4.9,Burger,17.19,Clear,Foil,5,Hadapsar,47.0,0
4.4,Indian,16.23,Rain,Box,5,Koregaon Park,85.3,1
2.5,Burger,19.3,Fog,Foil,3,Wakad,87.7,0
4.7,Chinese,18.46,Clear,Foil,4,Shivaji Nagar,66.6,1
3.8,Biryani,9.62,Fog,Foil,2,Pimpri,84.8,0
3.5,South Indian,15.43,Storm,Paper,3,Hadapsar,47.7,1
3.2,Biryani,1.6,Rain,Box,4,Pimpri,18.9,0
4.7,Pizza,16.93,Rain,Box,0,Pimpri,35.2,0
1.0,Pizza,4.11,Fog,Plastic,1,Hadapsar,23.4,0
2.5,South Indian,9.0,Clear,Plastic,1,Kothrud,35.0,0
4.7,Chinese,6.83,Rain,Box,2,Shivaji Nagar,21.3,0
3.5,Pizza,16.46,Storm,Foil,3,Shivaji Nagar,24.7,0
1.1,South Indian,15.93,Fog,Foil,2,Koregaon Park,28.3,0
2.3,Pizza,5.68,Clear,Plastic,1,Koregaon Park,33.8,1
1.1,Burger,18.67,Fog,Foil,1,Shivaji Nagar,15.2,0
2.1,Biryani,18.15,Storm,Foil,3,Baner,31.0,0
3.1,Pizza,15.98,Clear,Paper,2,Hadapsar,84.4,0
2.7,Biryani,17.29,Fog,Foil,1,Wakad,43.7,0
1.7,Chinese,12.27,Rain,Paper,1,Pimpri,70.6,0
1.8,Biryani,11.05,Fog,Paper,2,Kothrud,12.9,1
3.2,Biryani,3.73,Storm,Foil,5,Hadapsar,55.1,0
1.1,South Indian,1.26,Fog,Box,3,Viman Nagar,49.0,0
4.0,Indian,18.24,Storm,Foil,2,Wakad,87.8,0
1.3,Biryani,1.16,Fog,Paper,2,Baner,89.4,1
1.6,Chinese,10.43,Fog,Plastic,5,Swargate,39.1,1
2.9,Burger,1.49,Rain,Box,4,Hadapsar,24.9,1
3.9,Chinese,2.1,Fog,Foil,2,Hadapsar,16.0,0
3.3,Indian,17.51,Clear,Plastic,2,Baner,57.5,0
3.4,South Indian,12.91,Rain,Foil,1,Hadapsar,75.4,0
4.6,Indian,13.57,Rain,Plastic,2,Hadapsar,79.7,0
2.5,Biryani,6.77,Storm,Paper,2,Baner,84.2,1
3.8,Burger,17.95,Rain,Box,0,Hinjewadi,32.8,0
3.4,Biryani,13.74,Storm,Paper,1,Kothrud,29.1,0
1.1,South Indian,19.9,Storm,Box,5,Wakad,64.0,1
2.4,Indian,14.37,Clear,Paper,5,Kothrud,25.5,1
1.9,Chinese,6.8,Storm,Paper,0,Wakad,71.1,0
2.2,Chinese,10.14,Fog,Foil,4,Viman Nagar,60.9,1
2.9,Burger,4.45,Fog,Foil,3,Pimpri,60.6,0
3.2,Pizza,8.68,Clear,Box,4,Koregaon Park,61.7,1
1.7,Burger,16.29,Clear,Box,0,Wakad,54.5,1
1.2,Indian,14.26,Rain,Plastic,1,Kothrud,75.6,0
3.1,Indian,14.95,Clear,Plastic,3,Hadapsar,66.0,1
3.5,Indian,9.16,Clear,Foil,0,Pimpri,76.6,0
1.0,South Indian,2.26,Rain,Foil,2,Hadapsar,88.2,1
3.6,Indian,14.04,Fog,Foil,0,Wakad,25.5,0
2.7,Biryani,5.01,Fog,Paper,4,Baner,74.7,0
1.0,Indian,1.38,Clear,Plastic,3,Hinjewadi,64.0,0
3.1,South Indian,2.22,Clear,Paper,3,Swargate,43.9,0
4.2,Indian,1.8,Fog,Plastic,4,Hinjewadi,42.9,1
3.7,South Indian,16.34,Storm,Paper,2,Hadapsar,54.8,0
4.9,Chinese,13.37,Clear,Box,3,Swargate,38.4,0
1.3,Indian,5.05,Storm,Box,0,Hadapsar,80.2,1
1.1,Indian,6.44,Fog,Foil,5,Pimpri,88.3,1
1.3,South Indian,9.47,Fog,Foil,3,Viman Nagar,56.5,1
1.0,Chinese,12.97,Fog,Box,3,Viman Nagar,58.4,1
3.8,Chinese,7.8,Fog,Box,5,Viman Nagar,32.8,0
1.9,Burger,9.57,Rain,Box,2,Kothrud,73.2,0
2.9,Burger,12.97,Clear,Box,2,Hadapsar,68.8,0
1.7,Indian,14.69,Rain,Box,4,Kothrud,26.0,1
1.1,Pizza,18.67,Rain,Foil,0,Viman Nagar,50.0,1
4.6,Pizza,12.18,Rain,Foil,3,Hinjewadi,29.2,0
4.5,Biryani,2.46,Storm,Box,1,Viman Nagar,20.8,1
1.0,Chinese,19.42,Fog,Paper,4,Hinjewadi,63.4,1
1.0,Chinese,19.42,Fog,Paper,4,Hinjewadi,63.4,1
2.6,Biryani,7.75,Rain,Foil,4,Hinjewadi,46.0,1
3.4,Biryani,17.54,Storm,Foil,4,Swargate,26.1,0
3.0,South Indian,10.8,Storm,Plastic,3,Hinjewadi,30.6,0
3.3,Indian,13.18,Fog,Box,3,Viman Nagar,53.8,0
4.0,Chinese,15.55,Rain,Foil,0,Kothrud,44.4,0
4.7,Chinese,6.49,Fog,Foil,4,Hinjewadi,33.7,1
4.7,Burger,10.19,Fog,Box,1,Pimpri,20.4,0
4.5,Chinese,16.41,Clear,Foil,2,Wakad,80.5,0
3.3,South Indian,1.15,Rain,Foil,2,Pimpri,25.0,0
2.0,Chinese,15.33,Fog,Plastic,4,Wakad,82.9,1
3.1,Chinese,8.99,Rain,Box,1,Wakad,26.4,0
1.8,Pizza,14.83,Storm,Plastic,5,Kothrud,45.3,1
2.6,Pizza,14.1,Clear,Box,1,Pimpri,82.1,0
3.3,Indian,17.51,Clear,Plastic,2,Baner,57.5,0
1.4,South Indian,0.64,Storm,Box,4,Shivaji Nagar,68.8,0
1.1,Chinese,18.6,Rain,Plastic,5,Kothrud,88.8,0
3.0,South Indian,14.1,Fog,Plastic,2,Shivaji Nagar,35.5,0
4.5,Pizza,16.61,Rain,Box,5,Kothrud,81.4,1
1.4,Indian,19.77,Storm,Plastic,4,Shivaji Nagar,43.1,1
3.9,Biryani,12.67,Rain,Plastic,5,Swargate,36.8,0
3.1,Biryani,16.2,Rain,Foil,4,Hadapsar,48.5,0
2.4,Chinese,4.78,Clear,Box,4,Swargate,37.9,0
1.3,Burger,8.85,Rain,Plastic,2,Baner,73.1,1
1.6,Biryani,9.48,Fog,Plastic,3,Hadapsar,26.8,1
3.7,South Indian,7.01,Clear,Box,1,Hadapsar,52.5,1
4.0,Biryani,4.2,Fog,Plastic,1,Baner,87.4,0
4.9,Biryani,12.41,Clear,Foil,5,Shivaji Nagar,11.4,0
2.2,Biryani,15.81,Fog,Box,4,Baner,69.1,0
3.5,Burger,7.67,Rain,Foil,0,Koregaon Park,48.2,0
3.6,Biryani,2.47,Fog,Plastic,5,Koregaon Park,63.7,0
2.3,Indian,10.57,Rain,Box,5,Viman Nagar,21.4,1
2.1,Biryani,6.95,Rain,Box,4,Baner,88.9,0
1.2,Indian,1.98,Rain,Paper,2,Pimpri,14.7,0
4.0,Chinese,3.59,Fog,Paper,5,Hadapsar,20.2,0
1.4,South Indian,6.77,Fog,Box,2,Kothrud,10.9,1
4.4,Indian,19.04,Rain,Plastic,1,Swargate,46.0,0
2.6,Burger,16.44,Storm,Paper,3,Shivaji Nagar,48.7,0
4.2,Biryani,8.35,Fog,Foil,4,Hadapsar,36.3,0
2.6,Indian,13.46,Storm,Foil,0,Hadapsar,70.3,0
4.5,South Indian,12.38,Clear,Box,5,Baner,80.7,0
4.9,South Indian,18.77,Rain,Foil,5,Kothrud,87.2,0
1.4,Biryani,19.03,Clear,Box,5,Swargate,52.7,0
3.6,Chinese,14.39,Fog,Box,4,Viman Nagar,44.1,0
2.3,Pizza,4.43,Rain,Plastic,3,Kothrud,10.1,1
3.3,Biryani,5.67,Rain,Paper,4,Pimpri,80.8,0
3.7,Biryani,13.92,Storm,Plastic,2,Kothrud,52.1,0
3.5,South Indian,4.86,Clear,Box,2,Koregaon Park,60.4,0
3.1,Chinese,11.26,Storm,Box,2,Wakad,15.2,0
1.2,Burger,2.39,Storm,Paper,5,Kothrud,19.6,1
1.2,Pizza,17.12,Fog,Paper,5,Viman Nagar,77.7,1
1.0,Biryani,12.89,Storm,Box,2,Wakad,37.9,0
2.1,South Indian,9.63,Fog,Plastic,3,Viman Nagar,45.0,1
3.9,South Indian,7.11,Clear,Box,3,Swargate,76.8,1
2.2,South Indian,9.31,Fog,Foil,2,Pimpri,63.2,1
4.4,Indian,13.45,Storm,Plastic,5,Pimpri,41.9,0
1.5,Biryani,13.84,Fog,Box,0,Pimpri,58.5,0
3.9,Pizza,18.29,Fog,Box,0,Hinjewadi,65.8,0
4.2,Indian,14.33,Clear,Plastic,2,Viman Nagar,63.8,0
1.1,Chinese,10.68,Storm,Box,3,Shivaji Nagar,25.6,1
3.8,South Indian,15.06,Fog,Plastic,2,Viman Nagar,76.3,0
4.7,Pizza,10.54,Fog,Foil,1,Hinjewadi,78.9,0
4.5,Pizza,19.22,Rain,Box,5,Kothrud,39.4,1
2.4,Pizza,8.95,Storm,Foil,4,Pimpri,57.6,0
4.0,Pizza,14.98,Fog,Foil,5,Baner,79.8,1
3.7,Pizza,3.66,Fog,Foil,2,Hinjewadi,31.0,0
3.0,Pizza,14.86,Rain,Foil,4,Shivaji Nagar,83.8,1
3.2,Chinese,3.52,Fog,Box,0,Hinjewadi,36.6,0
1.6,Indian,16.76,Fog,Paper,2,Shivaji Nagar,85.4,1
3.7,Indian,1.61,Rain,Paper,1,Hadapsar,59.8,0
1.9,Pizza,15.45,Clear,Plastic,5,Shivaji Nagar,88.8,1
1.9,South Indian,5.51,Storm,Paper,0,Pimpri,48.4,0
1.1,Indian,5.01,Storm,Paper,5,Koregaon Park,47.6,1
3.2,Burger,14.98,Storm,Plastic,3,Hadapsar,88.1,1
2.7,Indian,4.63,Storm,Paper,5,Wakad,73.3,0
4.9,Pizza,1.1,Fog,Paper,2,Swargate,63.4,0
4.9,Chinese,9.56,Storm,Plastic,3,Kothrud,58.5,0
4.3,Biryani,10.03,Storm,Box,0,Pimpri,69.8,0
2.7,Biryani,16.19,Rain,Paper,3,Wakad,88.9,0
2.8,Burger,1.28,Rain,Plastic,1,Viman Nagar,55.4,0
3.1,Indian,14.29,Storm,Plastic,4,Hadapsar,42.0,0
1.6,South Indian,7.5,Fog,Paper,2,Hadapsar,68.3,0
2.6,Chinese,16.74,Storm,Box,3,Swargate,15.1,0
3.3,Biryani,11.65,Clear,Paper,3,Viman Nagar,66.1,1
2.9,Chinese,5.75,Fog,Plastic,4,Hadapsar,87.0,0
1.6,Burger,2.65,Rain,Box,0,Kothrud,19.7,0
3.4,Chinese,2.92,Storm,Foil,1,Koregaon Park,49.2,0
4.8,Burger,12.68,Storm,Paper,3,Viman Nagar,84.1,0
1.8,Indian,1.96,Rain,Paper,2,Hinjewadi,13.1,0
1.3,South Indian,18.83,Fog,Plastic,2,Hinjewadi,30.5,0
1.8,Pizza,12.15,Fog,Box,4,Koregaon Park,43.4,0
1.2,Burger,12.55,Clear,Paper,1,Wakad,35.3,1
3.0,Burger,4.94,Clear,Plastic,4,Baner,18.8,0
1.0,Chinese,17.52,Fog,Paper,3,Hinjewadi,41.4,1
2.0,Indian,4.77,Clear,Foil,5,Wakad,75.6,0
4.0,Biryani,16.57,Clear,Paper,5,Hinjewadi,32.3,0
2.8,Burger,19.79,Clear,Foil,0,Hadapsar,31.5,0
3.1,Biryani,18.12,Clear,Plastic,3,Pimpri,72.3,1
3.8,South Indian,7.91,Rain,Box,2,Pimpri,64.2,0
1.1,Biryani,12.57,Fog,Plastic,4,Kothrud,61.7,0
4.8,Pizza,10.76,Storm,Box,5,Shivaji Nagar,54.6,0
4.9,Burger,15.82,Fog,Paper,3,Viman Nagar,27.8,0
4.3,Chinese,10.22,Storm,Box,0,Swargate,48.0,0
4.4,Indian,3.29,Storm,Foil,4,Viman Nagar,40.2,0
1.1,Indian,13.58,Storm,Box,2,Swargate,33.3,1
2.9,Burger,15.31,Storm,Plastic,3,Baner,65.5,0
4.9,South Indian,7.87,Fog,Foil,1,Swargate,52.7,0
2.5,Chinese,7.17,Fog,Paper,2,Hadapsar,69.1,0
3.4,Chinese,10.73,Rain,Paper,2,Shivaji Nagar,82.9,0
2.3,Pizza,7.79,Clear,Foil,1,Wakad,72.6,1
2.3,South Indian,15.7,Fog,Box,1,Wakad,29.1,0
2.0,Pizza,18.33,Storm,Box,2,Baner,87.4,0
2.2,Biryani,3.74,Clear,Paper,4,Shivaji Nagar,34.3,0
2.4,Chinese,4.94,Storm,Foil,4,Hinjewadi,82.3,1
1.9,Biryani,8.06,Clear,Box,0,Koregaon Park,42.5,0
1.1,Biryani,14.02,Rain,Box,4,Wakad,24.0,1
3.3,Burger,12.77,Clear,Plastic,4,Baner,52.0,0
4.0,Pizza,17.88,Storm,Box,2,Koregaon Park,52.9,0
1.3,Burger,19.83,Fog,Foil,1,Koregaon Park,13.2,0
1.4,Burger,16.63,Clear,Foil,2,Kothrud,14.3,0
3.9,South Indian,12.35,Fog,Paper,0,Wakad,32.7,0
1.7,Burger,18.07,Fog,Box,3,Shivaji Nagar,65.3,0
2.9,Pizza,9.03,Storm,Box,2,Hadapsar,68.1,0
2.6,Chinese,13.71,Clear,Plastic,5,Wakad,83.5,1
1.4,Burger,17.06,Rain,Plastic,1,Hinjewadi,37.0,0
4.0,Biryani,8.95,Rain,Paper,2,Pimpri,32.5,0
1.4,Burger,4.56,Storm,Plastic,5,Swargate,33.1,0
3.1,Indian,1.28,Fog,Box,1,Hadapsar,26.9,0
3.8,Burger,9.06,Clear,Plastic,4,Kothrud,67.6,0
2.1,Chinese,19.44,Fog,Paper,1,Swargate,67.7,1
4.1,Biryani,1.54,Storm,Paper,1,Shivaji Nagar,57.1,0
2.0,South Indian,2.09,Fog,Foil,4,Swargate,74.3,1
1.8,Burger,4.79,Clear,Box,0,Hinjewadi,10.2,0
4.9,Burger,2.55,Rain,Foil,0,Koregaon Park,23.3,1
1.1,South Indian,9.24,Fog,Plastic,3,Hadapsar,89.3,1
4.0,Indian,14.68,Fog,Plastic,4,Hadapsar,84.9,0
2.5,Pizza,1.66,Storm,Box,4,Pimpri,52.8,0
1.5,Burger,15.06,Fog,Foil,2,Hinjewadi,31.5,0
2.4,Pizza,4.06,Storm,Paper,4,Wakad,40.5,0
3.6,Biryani,17.84,Rain,Plastic,2,Hinjewadi,20.3,0
2.6,South Indian,4.86,Rain,Foil,1,Kothrud,23.9,0
2.7,Chinese,3.92,Storm,Paper,2,Hadapsar,36.2,1
4.8,Pizza,13.42,Clear,Box,4,Hadapsar,56.1,0
4.5,Biryani,19.41,Fog,Plastic,4,Wakad,71.4,1
2.0,Chinese,6.86,Storm,Paper,4,Shivaji Nagar,57.7,1
3.6,Indian,12.64,Clear,Paper,2,Shivaji Nagar,15.3,1
2.4,Pizza,0.99,Storm,Plastic,2,Wakad,26.3,0
1.3,Burger,14.6,Clear,Box,3,Wakad,57.3,1
4.3,Burger,5.17,Clear,Paper,0,Koregaon Park,36.0,0
4.9,Biryani,18.85,Fog,Plastic,4,Koregaon Park,26.8,0
3.4,Indian,14.04,Clear,Plastic,3,Hadapsar,43.2,0
2.0,Burger,12.84,Storm,Paper,0,Baner,68.3,1
1.8,Chinese,7.99,Clear,Box,1,Koregaon Park,57.2,1
1.2,Biryani,8.37,Storm,Plastic,0,Koregaon Park,37.0,0
4.4,Biryani,9.69,Rain,Box,1,Viman Nagar,76.8,0
